id,shortname,name,party,active,education,birthdate,occupation,current_jobs,jobs,commissions,mandates,awards,url,scrape_date
1931,Rodrigo Ribeiro,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1931,2014-11-18T23:05:58.297081
1933,Alexandre Simões,Nome Completo,PSD,False,,Data de Nascimento,JURISTA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1933,2014-11-18T23:05:58.436707
1934,Pistacchini Calhau,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1934,2014-11-18T23:05:58.548558
1938,José Amaral Lopes,Nome Completo,PSD,False,Licenciatura em Direito,Data de Nascimento,Jurista,,Deputado na X Legislatura;; Secretário de Estado Adjunto do Ministro da Cultura; Assessor do ICAM; Assessor do Grupo Parlamentar do PSD; Secretário de Estado dos Bens Culturais; Presidente da Comissão de Gestão do Teatro Nacional D. Maria II,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1938,2014-11-18T23:05:58.817561
1941,Ana Drago,Nome Completo,BE,False,Frequência  de Mestrado em Sociologia,Data de Nascimento,Socióloga,Deputado na XI Legislatura;; Membro da Mesa Nacional do Bloco de Esquerda; Membro da Comissão Política do Bloco de Esquerda,Deputada nas IX e X Legislaturas,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1941,2014-11-18T23:05:58.996706
1942,Vicente Jorge Silva,Nome Completo,PS,False,,Data de Nascimento,JORNALISTA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1942,2014-11-18T23:05:59.113399
1943,Ramos Preto,Nome Completo,PS,True,Licenciatura em Direito,Data de Nascimento,Advogado,Deputado na XII Legislatura; Presidente da Assembleia Municipal da Amadora; Exercicio da Actividade de Advocacia.,"Presidente da Comissão Nacional de Jurisdição do Partido Socialista;; Membro da Comissão de Obras Públicas, Transportes e Comunicações; Presidente da Comissão Poder Local Ambiente e Ordenamento do Território, Presidente da Comissão de Trabalho Segurança Social e Administração Pública; Deputado na IX, X e XI Legislatura; Presidente da Assembleia Municipal da Amadora.","Comissão do Ambiente, Ordenamento do Território e Poder Local [Presidente]; X Comissão Parlamentar de Inquérito à Tragédia de Camarate [Suplente]; Comissão Eventual para a Revisão Constitucional [Suplente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1943,2014-11-18T23:05:59.237959
1944,Susana Amador,Nome Completo,PS,False,Licenciatura em DIREITO pela Faculdade de Direito de Lisboa;; Pós-Graduado em Estudos Europeus pela Universidade Católica;,Data de Nascimento,JURISTA,Deputada na X Legislatura;; Presidente da Assembleia Municipal de Odivelas;; Presidente do Departamento de Mulheres do P.S. da Federação da Área Urbana de Lisboa;; Técnica Superior Principal do Instituto da Segurança Social;; Secretária da Comissão Nacional de Jurisdição do P.S.,"Ex-Consultora Jurídica do Alto Comissariado das Nações Unidas para os refugiados (ACNUR), 1991-1993; Ex-Coordenadora do Gabinete Jurídico do Conselho Português para os refugiados (CPR), 1993-1995;; Assessora Jurídica do GP-PS, 1995-2005;",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1944,2014-11-18T23:05:59.358818
1945,Carlos Rodrigues,Nome Completo,PSD,False,Licenciatura em Organização e Gestão de Empresas,Data de Nascimento,Gestor,Deputado Municipal do Funchal; Tesoureiro da Associação da Indústria e da Construção da Madeira; Vice-Presidente da Assembleia Geral da Liga Portuguesa de Andebol; Presidente da Mesa do Congresso da JSD-Madeira e Director Financeiro; Deputado na IX Legislatura,"Vogal do Conselho de Administração da A. M. Madeira Andebol, SAD; Conselheiro Regional da JSD - Madeira; Suplente do Conselho Económico e Social pela Assembleia Legislativa Regional da Madeira; Membro da Direcção da AIESEC (Association d Etudiants de Sciences Economiques et Comerciales) - ISCTE",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1945,2014-11-18T23:05:59.476206
1949,Maximiano Martins,Nome Completo,PS,False,Licenciatura em Economia,Data de Nascimento,Economista,Deputado na X legislatura;,Gestor do POE/Programa Operacional da Economia (2000-2002); Deputado na IX legislatura;; Gestor do PEDIP II (1986-2002),,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1949,2014-11-18T23:05:59.674745
1951,José de Matos Rosa,Nome Completo,PSD,True,Frequência  de Licenciatura em ciencia politica e relações internacionais,Data de Nascimento,Técnico Admi. Tributária,Deputado na XII Legislatura;; Técnico da Administração Tributária; Secretáro Geral Adjunto do PSD;,Deputado na X e XI Legislatura; Presidente da Junta de Freguesia de S. Lourenço; Consultor do Grupo Parlamentar; Presidente da Distrital de Portalegre da JSD e PSD; Presidente da Secção da JSD e PSD de Portalegre; Secretário Geral Adjunto do PSD,"Comissão de Defesa Nacional [Suplente]; Comissão de Orçamento, Finanças e Administração Pública; X Comissão Parlamentar de Inquérito à Tragédia de Camarate [Presidente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1951,2014-11-18T23:05:59.827516
1953,Diogo Feio,Nome Completo,CDS-PP,False,Licenciatura  em Direito,Data de Nascimento,Advogado; Docente Universitário,"Deputado na X Legislatura;; Presidente do Grupo Parlamentar do CDS-PP; Advogado associado na Sociedade de Advogados ""José Pedro Aguiar Branco e Associados"".",Deputado na IX Legislatura;; Secretário de Estado da Educação no XV Governo Constitucional;; Presidente do Conselho Nacional de Jurisdição do CDS-PP;; Vice-Presidente do Grupo Parlamentar do CDS-PP na IX Legislatura;,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1953,2014-11-18T23:05:59.979323
1954,Marcelo Mendes Pinto,Nome Completo,CDS-PP,False,,Data de Nascimento,PROF. UNIVERSITÁRIO. ARQUEÓLOGO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1954,2014-11-18T23:06:00.099164
1955,Antonino de Sousa,Nome Completo,CDS-PP,False,Licenciatura em Direito,Data de Nascimento,Advogado,Deputado na IX Legislatura; Vereador da Câmara Municipal de Penafiel,Vereador da Câmara Municipal de Penafiel,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1955,2014-11-18T23:06:00.214096
1956,Diogo Vasconcelos,Nome Completo,PSD,False,,Data de Nascimento,ADMINISTRADOR,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1956,2014-11-18T23:06:00.331428
1957,Abílio Almeida Costa,Nome Completo,PSD,False,Curso Geral do Comércio,Data de Nascimento,Empresário,,"Deputado na IX legislatura; Sócio n.º 2 - Rancho Folclórico de São Martinho do Campo - Presidente da Mesa da Assembleia Geral (1979-82), Colégio Santa Teresa de Jesus - Santo Tirso - Presidente da Direcção da Associação de Pais (1987-90), Presidente da Mesa da Assembleia Geral (1990-94); Secretário da Direcção da Casa de Beneficência """"Manuel Dias Machado"""" - São Martinho do Campo; Câmara Municipal de Santo Tirso - Deputado da Assembleia Municipal (1972-82); Vereador da Câmara Municipal (1982-89 e 1997-2001); Secretário da C.P.C./PSD de Santo Tirso (1982-83); Vice-Presidente da C.P.C./PSD de Santo Tirso (1984-85); Presidente da C.P.C./PSD de Santo Tirso (1987-97); Director Financeiro da C.P.C./PSD/Porto (1991-2002); Membro do Conselho Nacional do PSD (1996-2000); Sócio n.º 11, Casa de Beneficência """"Manuel Dias Machado"""" - Secretário da Direcção (1981-2002); Sócio n.º 1503 - Irmandade e Santa Casa da Misericórdia - Mesário da Mesa Administrativa (1990-1996); Sócio Fundador - Lions Clube de São Martinho do Campo - Secretário (1982-83), Presidente (1984-85), Tesoureiro (1989-90), Past Presidente (1990-91); Sócio desde 30/06/1992 - Rotary Clube de Santo Tirso - Secretário (1996-97), Vice-Presidente (1997-98), Presidente (1998-99), Past Presidente (1999-2000), Assessor do Governador Distrital 1970 (1999-00); Sócio Fundador n.º 14 - Associação Recreativa de São Martinho do Campo - Secretário da Direcção (1965-70), Presidente da Direcção (1970-82); Sócio n.º 342 - Ginásio Clube de Santa Tirso - Vice-Presidente da Direcção (1984-88); Sócio n.º 445 - Futebol Clube Tirsense - Vice-Presidente da Direcção, Delegado à Associação do Futebol do Porto, Delegado à Liga dos Clubes (1985-90); Director Financeiro da C.P.C./PSD/Porto",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1957,2014-11-18T23:06:00.453971
1958,Pinho Cardão,Nome Completo,PSD,False,,Data de Nascimento,ECONOMISTA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1958,2014-11-18T23:06:00.569489
1959,Diogo Luz,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO MECÂNICO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1959,2014-11-18T23:06:00.681523
1960,Rosário Águas,Nome Completo,PSD,False,Licenciatura em Gestão e Organização de Empresas,Data de Nascimento,Economista,Deputada na X Legislatura;,"Profissional Liberal; Vogal do Conselho Fiscal de Alberto Gaspar, SA; Vereadora da Câmara Municipal da Figueira da Foz (1998-2001); Directora Financeira e Administradora da Alberto Gaspar, SA; Administradora da Paraindústria, SA; Assessora da Aquapor, SA; 1985-1988, Auditora; 2003-2004, Secretária de Estado da Habitação; 2004, Secretária de Estado da Segurança Social; 2004-2005, Secretária de Estado da Administração Pública; Deputada na IX Legislatura; Auditora da Coopers e Lybrand",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1960,2014-11-18T23:06:00.876409
1961,Aurora Vieira,Nome Completo,PSD,False,,Data de Nascimento,PROFESSORA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1961,2014-11-18T23:06:00.989395
1962,Adriana de Aguiar Branco,Nome Completo,PSD,False,,Data de Nascimento,JURISTA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1962,2014-11-18T23:06:01.105439
1963,Bernardino Pereira,Nome Completo,PSD,False,,Data de Nascimento,ECONOMISTA - EMPRESÁRIO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1963,2014-11-18T23:06:01.218456
1964,Fernando Charrua,Nome Completo,PSD,False,,Data de Nascimento,DIRECTOR DE SERVIÇOS,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1964,2014-11-18T23:06:01.331020
1966,Maria João Fonseca,Nome Completo,PSD,False,"Licenciatura em Economia; Pós - Graduações em Auditoria, Gestão de Empresas e Fiscalidade",Data de Nascimento,Economista,Deputada na IX Legislatura; 1.ª Secretária da Assembleia Municipal do Concelho de Paredes; Delegada à Assembleia Distrital do Porto; Presidente do Conselho Fiscal dos EMAÚS - Instituição de Apoio ao Deficiente Mental,"Formadora nas Áreas da Organização e Gestão de Empresas, Legislação Fiscal e POCAL; Chefe de Divisão do Aprovisionamento e Inventário da Câmara Municipal de Valongo; Responsável do Gabinete do Empresário e Responsável do sector de Gestão Financeira da mesma Autarquia Local",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1966,2014-11-18T23:06:01.478353
1967,Ricardo Vieira,Nome Completo,PSD,False,,,EMPRESÁRIO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1967,2014-11-18T23:06:01.593516
1969,Manuela de Melo,Nome Completo,PS,False,Licenciatura em BIOLOGIA,Data de Nascimento,Jornalista,Deputada na X Legislatura;,"Vereadora da Câmara Municipal do Porto (Pelouro da Cultura e Turismo) de Janeiro de 1990 a Janeiro de 2002; Membro do Conselho de Administração-Comissão Executiva da Porto 2001, SA, entre 30-01-1999 e 30-06-2002; Professora do Ensino Secundário (ano lectivo de 73/74); Professora da Escola Superior de Jornalismo do Porto (1983 a 1990); Membro do Conselho de Opinião da RTP (1997 a 1999) ; Vice-Presidente da Câmara Municipal do Porto (1999-2002); Membro da Comissão Parlamentar de Educação, Ciência e Cultura; Vice-Presidente do Grupo Parlamentar do Partido Socialista; Deputada na IX Legislatura; Jornalista da RTP desde 1973 até Janeiro de 2002",,,Medalha de Mérito Turístico (Grau ouro); Comendador da Ordem do Infante D. Henrique,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1969,2014-11-18T23:06:01.744028
1970,Nelson Correia,Nome Completo,PS,False,,Data de Nascimento,ADVOGADO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1970,2014-11-18T23:06:01.857182
1971,Gustavo Carranca,Nome Completo,PS,False,,Data de Nascimento,EMPRESÁRIO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1971,2014-11-18T23:06:01.969090
1973,Mário Mourão,Nome Completo,PS,False,,Data de Nascimento,BANCÁRIO,Deputado na X Legislatura;; Presidente do Sindicato dos Bancários do Norte;; Secretariado da Federação Distrital do Porto do Partido Socialista;; Secretário Nacional da UGT;; Auditor Defesa Nacional.,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1973,2014-11-18T23:06:02.117318
1974,Ricardo Bexiga,Nome Completo,PS,False,,,ADVOGADO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1974,2014-11-18T23:06:02.231568
1975,Alda Sousa,Nome Completo,BE,False,Doutoramento em Genética; Agregação em Biologia das Populações,Data de Nascimento,Professora Universitária,Professora Associada (com Agregação)do Instituto de Ciências Biomédicas Abel Salazar da Universidade do Porto ; Deputada na IX Legislatura,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1975,2014-11-18T23:06:02.347031
1977,António Gameiro,Nome Completo,PS,True,Mestrado em Administração e Politicas Publicas; Doutoramento em Direito,Data de Nascimento,Avogado e Professor Universitario,"Deputado na X, XI e XII Legislatura; Presidente da Federação Distrital do PS de Santarém; Deputado Municipal de Ourém; Advogado e Professor Universitário","Membro da Assembleia Municipal de Ourém (1997-2013); Membro da Assembleia de Freguesia de Urqueira (1997-2001); Deputado na X, XI e XII Legislatura","Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias; Comissão de Orçamento, Finanças e Administração Pública [Suplente]; Comissão do Ambiente, Ordenamento do Território e Poder Local [Suplente]; Comissão Eventual para a Revisão Constitucional [Suplente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1977,2014-11-18T23:06:02.502893
1978,Fernanda Asseiceira,Nome Completo,PS,False,Licenciatura em Marketing; Frequência no Mestrado: Educação e Sociedade,Data de Nascimento,Professora 2º Ciclo do ensino básico,"Deputada na X Legislatura; Membro do Secretariado da Federação Distrital de Santarem; Presidente do Departamento Federativo das Mulheres Socialistas de Santarem; Vereadora na câmara Municipal de Alcanena, em regime de não permanência;",Coordenadora do gabinete de Educação de Adultos do Centro de Area Educativa da Lezíria e Médio Tejo; Delegada Regional do INATEL em Santarem; Professora,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1978,2014-11-18T23:06:02.623065
1980,Nuno Morais Sarmento,Nome Completo,PSD,False,Licenciatura em Direito,Data de Nascimento,Advogado,Deputado na X Legislatura; Vice-Presidente do PSD,Ministro da Presidencia XV Governo; Membro Autoridade de Controlo Comum de Schengen; Membro Conselho Superior Ministério Público; Membro Comissão Nacional de Protecção de Dados; Ministro de Estado e da Presidência XVI Governo,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1980,2014-11-18T23:06:02.769117
1981,José Manuel Cordeiro,Nome Completo,PSD,False,,Data de Nascimento,EMPRESÁRIO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1981,2014-11-18T23:06:02.881402
1982,Ribeiro dos Santos,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO CIVIL,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1982,2014-11-18T23:06:02.993376
1983,Paula Carloto,Nome Completo,PSD,False,,,ADVOGADA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1983,2014-11-18T23:06:03.107083
1984,Luís Duque,Nome Completo,CDS-PP,False,,Data de Nascimento,ADVOGADO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1984,2014-11-18T23:06:03.218910
1987,Eduardo Cabrita,Nome Completo,PS,True,1º Ciclo; 2º Ciclo; 3º Ciclo; Ensino Secundário; Licenciatura em Direito,Data de Nascimento,Jurista,Secretário de Estado Adjunto e da Administração Local; Presidente da Assembleia Municipal do Barreiro; Deputado na X e XI Legislaturas,Alto Comissário da Comissão de Apoio à Reestruturação do Equipamento e da Administração do Território (XIII Governo); Secretário de Estado Adjunto do Ministro da Justiça (XIV Governo); Deputado na IX Legislatura,"Comissão de Orçamento, Finanças e Administração Pública [Presidente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1987,2014-11-18T23:06:03.466499
1988,Ventura Leite,Nome Completo,PS,False,Lincenciatura em FINANÇAS pelo I.S.C.E.F.;,Data de Nascimento,Economista,Deputado na X Legislatura; Secretário Federativo do PS Setúbal;; Dirigente na Câmara Municipal de Grândola;,Secretário Federativo e concelhio do PS - Setúbal e Grândola respectivamente;; Dirigente na Administração Pública Moçambicana;; Director Distrital da Segurança Social - Setúbal;,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1988,2014-11-18T23:06:03.586714
1990,Miguel Frasquilho,Nome Completo,PSD,False,Mestrado em Teoria Económica,Data de Nascimento,Economista,Deputado na XII Legislatura;; Quadro Superior do Banco Espírito Santo,Secretário de Estado do Tesouro e Finanças; Docente Universitário na UNL e na UCP; Economista do C.E.S.; Deputado na IX Legislatura; Deputado na X Legislatura; Deputado na XI Legislatura,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1990,2014-11-18T23:06:03.742212
1991,Clara Carneiro,Nome Completo,PSD,False,,Data de Nascimento,FARMACÊUTICA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1991,2014-11-18T23:06:03.857330
1992,Pedro Roque,Nome Completo,PSD,True,Licenciatura em História; Frequência  de Mestrado em Comunicação Educacional Multimedia,Data de Nascimento,Professor,Secretário-Geral dos TSD - Trabalhadores Social Democratas (2011); Dirigente da FPCUB - Federação Portuguesa de Cicloturismo e Utilizadores de Bicicleta; Membro da Comissão Política Nacional do PSD (inerência),Vice-Presidente Comissão Política de Secção da JSD; Deputado Municipal na Assembleia Municipal de Almada em vários mandatos.; Presidente Comissão Política de Secção do PSD em dois mandatos; Vereador na Câmara Municipal de Almada (2005-2009); Secretário-Geral Adjunto da UGT - União Geral de Trabalhadores (2010-2011); Deputado na IX Legislatura e coordenador dos deputados do GP PSD na Comissão de Trabalho e Assuntos Sociais; Presidente Secretariado Distrital Setúbal dos TSD (Trabalhadores Sociais Democratas),"Comissão de Assuntos Europeus [Suplente]; Comissão de Orçamento, Finanças e Administração Pública [Suplente]; Comissão de Segurança Social e Trabalho",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1992,2014-11-18T23:06:03.983092
